Protein	gene	Indistinguishable.Proteins	Description	ko_id
17262	P27511	MEGAHIT-MetaBAT2-S961.20_contig_4773604_12	MEGAHIT-MetaBAT2-S972.40_contig_3573561_11, MEGAHIT-MetaBAT2-S983.160_contig_1010752_5, group3_bins.206_contig_3806424_57	rank: C;large subunit ribosomal protein L9 (db=kegg)	K02939
17263	P27513	MEGAHIT-MetaBAT2-S961.20_contig_4773615_1		rank: C;aspartyl-tRNA synthetase [EC:6.1.1.12] (db=kegg)	K01876
17264	P27516	MEGAHIT-MetaBAT2-S961.20_contig_4773621_1		rank: C;acetyl-CoA synthase [EC:2.3.1.169] (db=kegg)	K14138
17265	P27517	MEGAHIT-MetaBAT2-S961.20_contig_4773621_3		rank: C;anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4] (db=kegg)	K00198
17266	P27519	MEGAHIT-MetaBAT2-S961.20_contig_4773625_36		rank: C;UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-] (db=kegg)	K15894
17267	P27520	MEGAHIT-MetaBAT2-S961.20_contig_4773625_54		rank: C;glucosamine-6-phosphate deaminase [EC:3.5.99.6] (db=kegg)	K02564
17268	P27521	MEGAHIT-MetaBAT2-S961.20_contig_4773625_73	MEGAHIT-MetaBAT2-S962.24_contig_2292257_15, MEGAHIT-MetaBAT2-S968.13_contig_6351573_2, MEGAHIT-MetaBAT2-S970.191_contig_2451116_11, MEGAHIT-MetaBAT2-S978.150_contig_345509_5, MEGAHIT-MetaBAT2-S983.160_contig_1010878_1	rank: C;large subunit ribosomal protein L28 (db=kegg)	K02902
17269	P27522	MEGAHIT-MetaBAT2-S961.20_contig_4773627_5		rank: D;ACS/CODH beta subunit C-terminal [PF19436.4];CO dehydrogenase/acetyl-CoA synthase complex beta subunit [PF03598.20] (db=pfam)	NA
17270	P27524	MEGAHIT-MetaBAT2-S961.20_contig_4773632_14		rank: C;polyribonucleotide nucleotidyltransferase [EC:2.7.7.8] (db=kegg)	K00962
17271	P27526	MEGAHIT-MetaBAT2-S961.20_contig_4773633_15	MEGAHIT-MetaBAT2-S962.24_contig_2292151_5, MEGAHIT-MetaBAT2-S968.13_contig_6351517_4, MEGAHIT-MetaBAT2-S972.40_contig_3573288_8, MEGAHIT-MetaBAT2-S993.160_contig_3109486_3	rank: C;small subunit ribosomal protein S18 (db=kegg)	K02963
17272	P27527	MEGAHIT-MetaBAT2-S961.20_contig_4773636_2		rank: C;uncharacterized protein (db=kegg)	K07080
17273	P27528	MEGAHIT-MetaBAT2-S961.20_contig_4773637_15		rank: C;D-lactate dehydrogenase [EC:1.1.1.28] (db=kegg)	K03778
17274	P27529	MEGAHIT-MetaBAT2-S961.20_contig_4773637_19		rank: C;NADH-quinone oxidoreductase subunit F [EC:7.1.1.2] (db=kegg)	K00335
17275	P27532	MEGAHIT-MetaBAT2-S961.20_contig_4773640_2		rank: D;AAA domain (Cdc48 subfamily) [PF07724.19];AAA lid domain [PF17871.6];C-terminal, D2-small domain, of ClpB protein [PF10431.14];AAA domain (dynein-related subfamily) [PF07728.19];Bacterial TniB protein [PF05621.16];ATPase family associated with various cellular activities (AAA) [PF00004.34];Holliday junction DNA helicase RuvB P-loop domain [PF05496.17] (db=pfam)	NA
17276	P27533	MEGAHIT-MetaBAT2-S961.20_contig_4773645_18	MEGAHIT-MetaBAT2-S972.40_contig_3573276_12, MEGAHIT-MetaBAT2-S983.160_contig_1010661_7	rank: C;nitrogen fixation protein NifU and related proteins (db=kegg)	K04488
17277	P27534	MEGAHIT-MetaBAT2-S961.20_contig_4773646_14		rank: C;F-type H+-transporting ATPase subunit c (db=kegg)	K02110
17278	P27536	MEGAHIT-MetaBAT2-S961.20_contig_4773649_2		rank: C;elongation factor Ts (db=kegg)	K02357
17279	P27537	MEGAHIT-MetaBAT2-S961.20_contig_4773650_15		rank: D;Bacterial extracellular solute-binding protein [PF01547.30] (db=pfam)	NA
17280	P27538	MEGAHIT-MetaBAT2-S961.20_contig_4773654_13	MEGAHIT-MetaBAT2-S972.40_contig_3573240_6, MEGAHIT-MetaBAT2-S983.160_contig_1010910_9	rank: D;Probable zinc-ribbon domain [PF13451.11] (db=pfam)	NA
17281	P27540	MEGAHIT-MetaBAT2-S961.221_contig_6508398_6		rank: C;basic membrane protein A and related proteins (db=kegg)	K07335
17282	P27541	MEGAHIT-MetaBAT2-S961.221_contig_6508402_17		rank: C;small subunit ribosomal protein S3 (db=kegg)	K02982
17283	P27543	MEGAHIT-MetaBAT2-S961.221_contig_6508402_40		rank: C;DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6] (db=kegg)	K03040
17284	P27544	MEGAHIT-MetaBAT2-S961.221_contig_6508402_6		rank: C;multiple sugar transport system ATP-binding protein [EC:7.5.2.-] (db=kegg)	K10112
17285	P27545	MEGAHIT-MetaBAT2-S961.221_contig_6508418_29		rank: E	NA
17286	P27546	MEGAHIT-MetaBAT2-S961.221_contig_6508420_1		rank: D;Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.27] (db=pfam)	NA
17287	P27547	MEGAHIT-MetaBAT2-S961.221_contig_6508436_1		rank: D;GGGtGRT protein [PF14057.11] (db=pfam)	NA
17288	P27548	MEGAHIT-MetaBAT2-S961.221_contig_6508437_6		rank: E	NA
17289	P27551	MEGAHIT-MetaBAT2-S961.221_contig_6508452_2		rank: C;uncharacterized protein (db=kegg)	K07080
17290	P27553	MEGAHIT-MetaBAT2-S961.221_contig_6508455_1		rank: D;S-layer homology domain [PF00395.25] (db=pfam)	NA
17291	P27556	MEGAHIT-MetaBAT2-S961.221_contig_6508457_24		rank: C;maltose transport system substrate-binding protein (db=kegg)	K25086
17292	P27557	MEGAHIT-MetaBAT2-S961.221_contig_6508457_29		rank: D;Rubrerythrin [PF02915.22];Rubrerythrin, rubredoxin-like domain [PF21349.2];Rubredoxin [PF00301.25] (db=pfam)	NA
17293	P27559	MEGAHIT-MetaBAT2-S961.221_contig_6508482_10		rank: D;FAD binding domain in molybdopterin dehydrogenase [PF00941.26];CO dehydrogenase flavoprotein C-terminal domain [PF03450.22] (db=pfam)	NA
17294	P27560	MEGAHIT-MetaBAT2-S961.221_contig_6508482_12		rank: D;Carboxyl transferase domain [PF01039.27];Acetyl co-enzyme A carboxylase carboxyltransferase-like [PF03255.19] (db=pfam)	NA
17295	P27561	MEGAHIT-MetaBAT2-S961.221_contig_6508482_17		rank: C;FdrA protein (db=kegg)	K02381
17296	P27562	MEGAHIT-MetaBAT2-S961.221_contig_6508482_19		rank: D;Protein of unknown function (DUF1116) [PF06545.16] (db=pfam)	NA
17297	P27563	MEGAHIT-MetaBAT2-S961.221_contig_6508482_20		rank: C;arylformamidase [EC:3.5.1.9] (db=kegg)	K07130
17298	P27564	MEGAHIT-MetaBAT2-S961.221_contig_6508482_23		rank: C;elongation factor G (db=kegg)	K02355
17299	P27565	MEGAHIT-MetaBAT2-S961.221_contig_6508482_7		rank: C;uracil permease (db=kegg)	K02824
17300	P27566	MEGAHIT-MetaBAT2-S961.221_contig_6508482_8		rank: D;Molybdopterin cofactor-binding domain [PF02738.23];Molybdopterin cofactor-binding domain [PF20256.3];Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain [PF01315.27] (db=pfam)	NA
17301	P27569	MEGAHIT-MetaBAT2-S961.221_contig_6508509_1		rank: C;branched-chain amino acid transport system substrate-binding protein (db=kegg)	K01999
17302	P27572	MEGAHIT-MetaBAT2-S961.221_contig_6508532_7		rank: C;electron transfer flavoprotein alpha subunit (db=kegg)	K03522
17303	P27574	MEGAHIT-MetaBAT2-S961.221_contig_6508532_9		rank: C;butyryl-CoA dehydrogenase [EC:1.3.8.1] (db=kegg)	K00248
17304	P27575	MEGAHIT-MetaBAT2-S961.221_contig_6508534_28		rank: E	NA
17305	P27576	MEGAHIT-MetaBAT2-S961.221_contig_6508539_10		rank: C;electron transfer flavoprotein alpha subunit (db=kegg)	K03522
17306	P27578	MEGAHIT-MetaBAT2-S961.221_contig_6508548_18		rank: C;triosephosphate isomerase (TIM) [EC:5.3.1.1] (db=kegg)	K01803
17307	P27579	MEGAHIT-MetaBAT2-S961.221_contig_6508554_11		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
17308	P27580	MEGAHIT-MetaBAT2-S961.221_contig_6508554_19		rank: C;cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21] (db=kegg)	K01485
17309	P27582	MEGAHIT-MetaBAT2-S962.117_contig_4866320_1	MEGAHIT-MetaBAT2-S985.88_contig_2302503_6, group8_bins.266_contig_244805_21	rank: C;seryl-tRNA synthetase [EC:6.1.1.11] (db=kegg)	K01875
17310	P27584	MEGAHIT-MetaBAT2-S962.117_contig_4866322_6		rank: C;UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7] (db=kegg)	K00790
17311	P27587	MEGAHIT-MetaBAT2-S962.117_contig_4866323_19		rank: C;large subunit ribosomal protein L21 (db=kegg)	K02888
17312	P27589	MEGAHIT-MetaBAT2-S962.117_contig_4866323_21		rank: C;large subunit ribosomal protein L27 (db=kegg)	K02899
17313	P27591	MEGAHIT-MetaBAT2-S962.117_contig_4866323_4		rank: C;glucokinase [EC:2.7.1.2] (db=kegg)	K25026
17314	P27592	MEGAHIT-MetaBAT2-S962.117_contig_4866323_44	MEGAHIT-MetaBAT2-S985.88_contig_2302506_20, group8_bins.266_contig_244955_7	rank: C;ribulose-phosphate 3-epimerase [EC:5.1.3.1] (db=kegg)	K01783
17315	P27593	MEGAHIT-MetaBAT2-S962.117_contig_4866323_49		rank: C;phosphate acyltransferase [EC:2.3.1.274] (db=kegg)	K03621
17316	P27594	MEGAHIT-MetaBAT2-S962.117_contig_4866323_56		rank: C;small subunit ribosomal protein S16 (db=kegg)	K02959
17317	P27595	MEGAHIT-MetaBAT2-S962.117_contig_4866323_6		rank: D;Protein of unknown function (DUF3042) [PF11240.13] (db=pfam)	NA
17318	P27596	MEGAHIT-MetaBAT2-S962.117_contig_4866323_62		rank: C;large subunit ribosomal protein L19 (db=kegg)	K02884
17319	P27597	MEGAHIT-MetaBAT2-S962.117_contig_4866323_8		rank: C;glutamine synthetase [EC:6.3.1.2] (db=kegg)	K01915
17320	P27598	MEGAHIT-MetaBAT2-S962.117_contig_4866323_9		rank: C;glutamyl-tRNA synthetase [EC:6.1.1.17] (db=kegg)	K01885
17321	P27599	MEGAHIT-MetaBAT2-S962.117_contig_4866326_2		rank: E	NA
17322	P27600	MEGAHIT-MetaBAT2-S962.117_contig_4866329_7		rank: C;phosphocarrier protein HPr (db=kegg)	K02784
17323	P27602	MEGAHIT-MetaBAT2-S962.117_contig_4866333_2		rank: C;aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2] (db=kegg)	K00609
17324	P27604	MEGAHIT-MetaBAT2-S962.117_contig_4866334_1		rank: C;xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22] (db=kegg)	K01621
17325	P27605	MEGAHIT-MetaBAT2-S962.117_contig_4866336_1		rank: E	NA
17326	P27606	MEGAHIT-MetaBAT2-S962.117_contig_4866336_11		rank: D;Cyclic-di-AMP receptor [PF06153.16] (db=pfam)	NA
17327	P27608	MEGAHIT-MetaBAT2-S962.117_contig_4866336_19		rank: C;UDP-glucose 4-epimerase [EC:5.1.3.2] (db=kegg)	K01784
17328	P27610	MEGAHIT-MetaBAT2-S962.117_contig_4866336_30		rank: C;redox-sensing transcriptional repressor (db=kegg)	K01926
17329	P27611	MEGAHIT-MetaBAT2-S962.117_contig_4866336_33		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
17330	P27612	MEGAHIT-MetaBAT2-S962.117_contig_4866336_43		rank: C;ribosome hibernation promoting factor (db=kegg)	K05808
17331	P27613	MEGAHIT-MetaBAT2-S962.117_contig_4866336_44		rank: C;preprotein translocase subunit SecA [EC:7.4.2.8] (db=kegg)	K03070
17332	P27614	MEGAHIT-MetaBAT2-S962.117_contig_4866336_48		rank: C;HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-] (db=kegg)	K06023
17333	P27615	MEGAHIT-MetaBAT2-S962.117_contig_4866336_51		rank: D;Nucleotidyl transferase [PF00483.28];MobA-like NTP transferase domain [PF12804.12] (db=pfam)	NA
17334	P27616	MEGAHIT-MetaBAT2-S962.117_contig_4866336_59		rank: C;phosphoglucomutase [EC:5.4.2.2] (db=kegg)	K01835
17335	P27618	MEGAHIT-MetaBAT2-S962.117_contig_4866338_6		rank: C;acetate kinase [EC:2.7.2.1] (db=kegg)	K00925
17336	P27619	MEGAHIT-MetaBAT2-S962.117_contig_4866341_1		rank: C;L-arabinose isomerase [EC:5.3.1.4] (db=kegg)	K01804
17337	P27621	MEGAHIT-MetaBAT2-S962.117_contig_4866341_5		rank: D;Universal stress protein family [PF00582.31] (db=pfam)	NA
17338	P27623	MEGAHIT-MetaBAT2-S962.117_contig_4866346_14		rank: C;rod shape-determining protein MreB and related proteins (db=kegg)	K03569
17339	P27624	MEGAHIT-MetaBAT2-S962.117_contig_4866346_2		rank: C;small subunit ribosomal protein S4 (db=kegg)	K02986
17340	P27625	MEGAHIT-MetaBAT2-S962.117_contig_4866347_10		rank: C;ornithine carbamoyltransferase [EC:2.1.3.3] (db=kegg)	K00611
17341	P27626	MEGAHIT-MetaBAT2-S962.117_contig_4866347_11		rank: C;carbamate kinase [EC:2.7.2.2] (db=kegg)	K00926
17342	P27627	MEGAHIT-MetaBAT2-S962.117_contig_4866347_7		rank: C;xylose isomerase [EC:5.3.1.5] (db=kegg)	K01805
17343	P27628	MEGAHIT-MetaBAT2-S962.117_contig_4866348_13		rank: C;large subunit ribosomal protein L20 (db=kegg)	K02887
17344	P27629	MEGAHIT-MetaBAT2-S962.117_contig_4866348_15		rank: C;translation initiation factor IF-3 (db=kegg)	K02520
17345	P27630	MEGAHIT-MetaBAT2-S962.117_contig_4866348_21	MEGAHIT-MetaBAT2-S985.88_contig_2302487_6, group8_bins.266_contig_244878_4	rank: C;DNA polymerase I [EC:2.7.7.7] (db=kegg)	K02335
17346	P27633	MEGAHIT-MetaBAT2-S962.117_contig_4866348_7		rank: C;ribosome-associated protein (db=kegg)	K09710
17347	P27634	MEGAHIT-MetaBAT2-S962.117_contig_4866350_3		rank: C;cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79] (db=kegg)	K00574
17348	P27635	MEGAHIT-MetaBAT2-S962.117_contig_4866351_32		rank: D;Acetyltransferase (GNAT) family [PF00583.30];Acetyltransferase (GNAT) domain [PF13302.12];Acetyltransferase (GNAT) domain [PF13420.12] (db=pfam)	NA
17349	P27637	MEGAHIT-MetaBAT2-S962.117_contig_4866353_11		rank: C;arginyl-tRNA synthetase [EC:6.1.1.19] (db=kegg)	K01887
17350	P27638	MEGAHIT-MetaBAT2-S962.117_contig_4866353_12		rank: D;Phosphomethylpyrimidine kinase [PF08543.17];pfkB family carbohydrate kinase [PF00294.29] (db=pfam)	NA
17351	P27640	MEGAHIT-MetaBAT2-S962.117_contig_4866353_26		rank: C;ribokinase [EC:2.7.1.15] (db=kegg)	K00852
17352	P27641	MEGAHIT-MetaBAT2-S962.117_contig_4866353_3		rank: C;ABC-2 type transport system ATP-binding protein (db=kegg)	K25158
17353	P27642	MEGAHIT-MetaBAT2-S962.117_contig_4866353_31		rank: D;Universal stress protein family [PF00582.31] (db=pfam)	NA
17354	P27645	MEGAHIT-MetaBAT2-S962.117_contig_4866353_6		rank: C;foldase protein PrsA [EC:5.2.1.8] (db=kegg)	K07533
17355	P27647	MEGAHIT-MetaBAT2-S962.117_contig_4866355_6		rank: C;adenylosuccinate synthase [EC:6.3.4.4] (db=kegg)	K01939
17356	P27649	MEGAHIT-MetaBAT2-S962.117_contig_4866355_8		rank: D;Pyridine nucleotide-disulphide oxidoreductase [PF07992.19];Pyridine nucleotide-disulphide oxidoreductase [PF00070.32];Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.27];L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase [PF13434.11];Pyridine nucleotide-disulphide oxidoreductase [PF13738.11] (db=pfam)	NA
17357	P27650	MEGAHIT-MetaBAT2-S962.117_contig_4866356_2		rank: C;manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1] (db=kegg)	K15986
17358	P27651	MEGAHIT-MetaBAT2-S962.117_contig_4866357_4		rank: C;scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.-] (db=kegg)	K22230
17359	P27652	MEGAHIT-MetaBAT2-S962.117_contig_4866358_13		rank: C;uncharacterized protein (db=kegg)	K07118
17360	P27653	MEGAHIT-MetaBAT2-S962.117_contig_4866361_16		rank: C;glycerol dehydrogenase [EC:1.1.1.6] (db=kegg)	K00005
17361	P27655	MEGAHIT-MetaBAT2-S962.117_contig_4866362_17		rank: C;galactokinase [EC:2.7.1.6] (db=kegg)	K00849
17362	P27656	MEGAHIT-MetaBAT2-S962.117_contig_4866362_18		rank: D;Galactose-1-phosphate uridyl transferase, C-terminal domain [PF02744.22];Galactose-1-phosphate uridyl transferase, N-terminal domain [PF01087.27];Domain of unknown function (DUF4922) [PF16269.10] (db=pfam)	NA
17363	P27658	MEGAHIT-MetaBAT2-S962.117_contig_4866371_15		rank: C;nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-] (db=kegg)	K00370
17364	P27659	MEGAHIT-MetaBAT2-S962.117_contig_4866371_16		rank: C;nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-] (db=kegg)	K00371
17365	P27660	MEGAHIT-MetaBAT2-S962.117_contig_4866371_3		rank: C;MFS transporter, NNP family, nitrate/nitrite transporter (db=kegg)	K02575
17366	P27661	MEGAHIT-MetaBAT2-S962.117_contig_4866372_8		rank: C;asparaginyl-tRNA synthetase [EC:6.1.1.22] (db=kegg)	K01893
17367	P27662	MEGAHIT-MetaBAT2-S962.117_contig_4866375_5		rank: C;arabinogalactan endo-1,4-beta-galactosidase [EC:3.2.1.89] (db=kegg)	K01224
17368	P27663	MEGAHIT-MetaBAT2-S962.117_contig_4866377_6		rank: C;aspartyl-tRNA synthetase [EC:6.1.1.12] (db=kegg)	K01876
17369	P27664	MEGAHIT-MetaBAT2-S962.117_contig_4866378_3		rank: C;alpha-galactosidase [EC:3.2.1.22] (db=kegg)	K07407
17370	P27665	MEGAHIT-MetaBAT2-S962.117_contig_4866378_4		rank: C;putative membrane protein (db=kegg)	K08996
17371	P27666	MEGAHIT-MetaBAT2-S962.117_contig_4866379_10		rank: C;small subunit ribosomal protein S6 (db=kegg)	K02990
17372	P27667	MEGAHIT-MetaBAT2-S962.117_contig_4866379_11		rank: C;DNA gyrase subunit A [EC:5.6.2.2] (db=kegg)	K02469
17373	P27668	MEGAHIT-MetaBAT2-S962.117_contig_4866379_23		rank: C;asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4] (db=kegg)	K01953
17374	P27671	MEGAHIT-MetaBAT2-S962.117_contig_4866379_6		rank: C;large subunit ribosomal protein L9 (db=kegg)	K02939
17375	P27672	MEGAHIT-MetaBAT2-S962.117_contig_4866380_3		rank: C;sucrose phosphorylase [EC:2.4.1.7] (db=kegg)	K00690
17376	P27674	MEGAHIT-MetaBAT2-S962.117_contig_4866381_15		rank: C;isoleucyl-tRNA synthetase [EC:6.1.1.5] (db=kegg)	K01870
17377	P27675	MEGAHIT-MetaBAT2-S962.117_contig_4866381_20		rank: C;cell division protein FtsZ (db=kegg)	K03531
17378	P27678	MEGAHIT-MetaBAT2-S962.117_contig_4866381_34		rank: C;6-phosphogluconolactonase [EC:3.1.1.31] (db=kegg)	K07404
17379	P27680	MEGAHIT-MetaBAT2-S962.117_contig_4866388_14		rank: C;DNA-binding protein HU-beta (db=kegg)	K03530
17380	P27681	MEGAHIT-MetaBAT2-S962.117_contig_4866388_15		rank: C;GTPase (db=kegg)	K03977
17381	P27682	MEGAHIT-MetaBAT2-S962.117_contig_4866388_16		rank: C;small subunit ribosomal protein S1 (db=kegg)	K02945
17382	P27683	MEGAHIT-MetaBAT2-S962.117_contig_4866388_28		rank: C;pyruvate kinase [EC:2.7.1.40] (db=kegg)	K00873
17383	P27684	MEGAHIT-MetaBAT2-S962.117_contig_4866388_34		rank: C;aminotransferase [EC:2.6.1.-] (db=kegg)	K00841
17384	P27685	MEGAHIT-MetaBAT2-S962.117_contig_4866389_26		rank: D;E1-E2 ATPase [PF00122.25];Cation transporting ATPase, C-terminus [PF00689.26];haloacid dehalogenase-like hydrolase [PF00702.31];Cation transport ATPase (P-type) [PF13246.11];Cation transporter/ATPase, N-terminus [PF00690.31];haloacid dehalogenase-like hydrolase [PF08282.17] (db=pfam)	NA
17385	P27686	MEGAHIT-MetaBAT2-S962.117_contig_4866389_27		rank: C;starvation-inducible DNA-binding protein (db=kegg)	K04047
17386	P27688	MEGAHIT-MetaBAT2-S962.117_contig_4866389_34		rank: D;Inosine-uridine preferring nucleoside hydrolase [PF01156.24] (db=pfam)	NA
17387	P27689	MEGAHIT-MetaBAT2-S962.117_contig_4866389_35		rank: C;3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53] (db=kegg)	K00038
17388	P27692	MEGAHIT-MetaBAT2-S962.117_contig_4866389_7		rank: C;D-lactate dehydrogenase [EC:1.1.1.28] (db=kegg)	K03778
17389	P27694	MEGAHIT-MetaBAT2-S962.117_contig_4866390_10		rank: D;FAD binding domain [PF00890.29];HI0933-like protein Rossmann domain [PF03486.19];FAD dependent oxidoreductase [PF01266.29];FAD dependent oxidoreductase [PF12831.12];Thi4 family [PF01946.22];Flavin-binding monooxygenase-like [PF00743.24] (db=pfam)	NA
17390	P27695	MEGAHIT-MetaBAT2-S962.117_contig_4866390_11		rank: C;fumarate hydratase, class II [EC:4.2.1.2] (db=kegg)	K01679
17391	P27696	MEGAHIT-MetaBAT2-S962.117_contig_4866390_14		rank: C;peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8] (db=kegg)	K03768
17392	P27699	MEGAHIT-MetaBAT2-S962.117_contig_4866398_11		rank: C;F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1] (db=kegg)	K02112
17393	P27700	MEGAHIT-MetaBAT2-S962.117_contig_4866398_12		rank: C;F-type H+-transporting ATPase subunit gamma (db=kegg)	K02115
17394	P27701	MEGAHIT-MetaBAT2-S962.117_contig_4866398_13		rank: C;F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1] (db=kegg)	K02111
17395	P27702	MEGAHIT-MetaBAT2-S962.117_contig_4866398_14		rank: C;F-type H+-transporting ATPase subunit delta (db=kegg)	K02113
17396	P27703	MEGAHIT-MetaBAT2-S962.117_contig_4866398_15		rank: C;F-type H+-transporting ATPase subunit b (db=kegg)	K02109
17397	P27704	MEGAHIT-MetaBAT2-S962.117_contig_4866398_16		rank: C;F-type H+-transporting ATPase subunit c (db=kegg)	K02110
17398	P27705	MEGAHIT-MetaBAT2-S962.117_contig_4866398_2		rank: C;D-alanine-D-alanine ligase [EC:6.3.2.4] (db=kegg)	K01921
17399	P27706	MEGAHIT-MetaBAT2-S962.117_contig_4866398_23		rank: C;uracil phosphoribosyltransferase [EC:2.4.2.9] (db=kegg)	K00761
17400	P27707	MEGAHIT-MetaBAT2-S962.117_contig_4866398_33		rank: C;arginine:ornithine antiporter / lysine permease (db=kegg)	K03758
17401	P27708	MEGAHIT-MetaBAT2-S962.117_contig_4866398_35		rank: C;arginine deiminase [EC:3.5.3.6] (db=kegg)	K01478
17402	P27712	MEGAHIT-MetaBAT2-S962.117_contig_4866405_2		rank: C;oleate hydratase [EC:4.2.1.53] (db=kegg)	K10254
17403	P27713	MEGAHIT-MetaBAT2-S962.117_contig_4866407_10		rank: C;phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20] (db=kegg)	K01890
17404	P27714	MEGAHIT-MetaBAT2-S962.117_contig_4866408_10		rank: C;translation initiation factor IF-2 (db=kegg)	K02519
17405	P27715	MEGAHIT-MetaBAT2-S962.117_contig_4866408_13		rank: C;transcription termination/antitermination protein NusA (db=kegg)	K02600
17406	P27717	MEGAHIT-MetaBAT2-S962.117_contig_4866408_20		rank: C;ribosome recycling factor (db=kegg)	K02838
17407	P27718	MEGAHIT-MetaBAT2-S962.117_contig_4866408_21		rank: C;uridylate kinase [EC:2.7.4.22] (db=kegg)	K09903
17408	P27719	MEGAHIT-MetaBAT2-S962.117_contig_4866408_22		rank: C;elongation factor Ts (db=kegg)	K02357
17409	P27720	MEGAHIT-MetaBAT2-S962.117_contig_4866408_23		rank: C;small subunit ribosomal protein S2 (db=kegg)	K02967
17410	P27721	MEGAHIT-MetaBAT2-S962.117_contig_4866408_3		rank: C;molecular chaperone DnaK (db=kegg)	K04043
17411	P27722	MEGAHIT-MetaBAT2-S962.117_contig_4866408_36		rank: C;uncharacterized protein (db=kegg)	K07124
17412	P27723	MEGAHIT-MetaBAT2-S962.117_contig_4866408_44		rank: C;trigger factor (db=kegg)	K03545
17413	P27724	MEGAHIT-MetaBAT2-S962.117_contig_4866408_45		rank: C;elongation factor Tu (db=kegg)	K02358
17414	P27726	MEGAHIT-MetaBAT2-S962.117_contig_4866408_48		rank: C;small subunit ribosomal protein S15 (db=kegg)	K02956
17415	P27727	MEGAHIT-MetaBAT2-S962.117_contig_4866408_49		rank: C;small subunit ribosomal protein S20 (db=kegg)	K02968
17416	P27728	MEGAHIT-MetaBAT2-S962.117_contig_4866408_59		rank: C;GTP-binding protein (db=kegg)	K06207
17417	P27729	MEGAHIT-MetaBAT2-S962.117_contig_4866408_62		rank: C;dihydrolipoyl dehydrogenase [EC:1.8.1.4] (db=kegg)	K00382
17418	P27730	MEGAHIT-MetaBAT2-S962.117_contig_4866408_63		rank: D;2-oxoacid dehydrogenases acyltransferase (catalytic domain) [PF00198.28];Biotin-requiring enzyme [PF00364.27];e3 binding domain [PF02817.22] (db=pfam)	NA
17419	P27731	MEGAHIT-MetaBAT2-S962.117_contig_4866408_64		rank: D;Transketolase, pyrimidine binding domain [PF02779.29];Transketolase, C-terminal domain [PF02780.25] (db=pfam)	NA
17420	P27732	MEGAHIT-MetaBAT2-S962.117_contig_4866408_65		rank: D;Dehydrogenase E1 component [PF00676.25] (db=pfam)	NA
17421	P27734	MEGAHIT-MetaBAT2-S962.117_contig_4866409_11		rank: C;phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6] (db=kegg)	K01923
17422	P27735	MEGAHIT-MetaBAT2-S962.117_contig_4866409_12		rank: C;adenylosuccinate lyase [EC:4.3.2.2] (db=kegg)	K01756
