Protein	gene	Indistinguishable.Proteins	Description	ko_id
1107	P38937	group10_bins.56_contig_5599121_1		rank: D;Amino acid kinase family [PF00696.33] (db=pfam)	NA
1108	P38957	group10_bins.7_contig_56973_16		rank: C;NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2] (db=kegg)	K13378
1109	P39097	group3_bins.134_contig_161077_22		rank: C;small subunit ribosomal protein S1 (db=kegg)	K02945
1110	P39126	group3_bins.134_contig_161128_3		rank: C;butyryl-CoA dehydrogenase [EC:1.3.8.1] (db=kegg)	K00248
1111	P39153	group3_bins.134_contig_161147_6		rank: D;Bacterial Ig-like domain [PF22359.1];Bacterial Ig-like domain (group 2) [PF02368.23] (db=pfam)	NA
1112	P39217	group3_bins.177_contig_6869371_13		rank: D;Peptidase family M3 [PF01432.25];Neurolysin/Thimet oligopeptidase, N-terminal domain [PF19310.4] (db=pfam)	NA
1113	P39315	group3_bins.177_contig_6869458_1		rank: C;general secretion pathway protein G (db=kegg)	K02456
1114	P39329	group3_bins.177_contig_6869479_23		rank: C;large subunit ribosomal protein L22 (db=kegg)	K02890
1115	P39397	group3_bins.182_contig_6916409_19		rank: D;SPFH domain / Band 7 family [PF01145.30] (db=pfam)	NA
1116	P39455	group3_bins.182_contig_6916607_3		rank: D;Surface antigen variable number repeat [PF07244.20];Omp85 superfamily domain [PF01103.28] (db=pfam)	NA
1117	P39472	group3_bins.183_contig_1475931_28		rank: D;Tryptophan transporter TrpP [PF17099.10] (db=pfam)	NA
1118	P39481	group3_bins.183_contig_1475971_14		rank: C;putative multiple sugar transport system substrate-binding protein (db=kegg)	K10546
1119	P39493	group3_bins.183_contig_1476011_2		rank: D;Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain [PF02800.25];Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain [PF00044.29] (db=pfam)	NA
1120	P39517	group3_bins.187_contig_1930163_21		rank: C;tagaturonate reductase [EC:1.1.1.58] (db=kegg)	K00041
1121	P39571	group3_bins.202_contig_5016212_1		rank: D;Elongation factor Tu GTP binding domain [PF00009.32] (db=pfam)	NA
1122	P39577	group3_bins.202_contig_5016217_5		rank: C;F-type H+-transporting ATPase subunit b (db=kegg)	K02109
1123	P39593	group3_bins.202_contig_5016270_12		rank: C;large subunit ribosomal protein L23 (db=kegg)	K02892
1124	P39594	group3_bins.202_contig_5016270_13		rank: C;large subunit ribosomal protein L4 (db=kegg)	K02926
1125	P39596	group3_bins.202_contig_5016270_15		rank: C;small subunit ribosomal protein S10 (db=kegg)	K02946
1126	P39608	group3_bins.202_contig_5016312_2		rank: D;Universal stress protein family [PF00582.31] (db=pfam)	NA
1127	P39609	group3_bins.202_contig_5016315_1		rank: C;ketol-acid reductoisomerase [EC:1.1.1.86] (db=kegg)	K00053
1128	P39610	group3_bins.202_contig_5016320_1		rank: D;Iron-containing alcohol dehydrogenase [PF00465.24];Iron-containing alcohol dehydrogenase [PF13685.11] (db=pfam)	NA
1129	P39613	group3_bins.202_contig_5016329_3		rank: E	NA
1130	P39623	group3_bins.202_contig_5016360_7		rank: D;Molybdopterin oxidoreductase [PF00384.27];Molydopterin dinucleotide binding domain [PF01568.26] (db=pfam)	NA
1131	P39637	group3_bins.202_contig_5016390_2		rank: C;enolase 1/2/3 [EC:4.2.1.11] (db=kegg)	K01689
1132	P39638	group3_bins.202_contig_5016396_1		rank: C;aldehyde oxidoreductase [EC:1.2.99.7] (db=kegg)	K07469
1133	P39655	group3_bins.202_contig_5016441_11		rank: C;thioredoxin-dependent peroxiredoxin [EC:1.11.1.24] (db=kegg)	K11065
1134	P39669	group3_bins.202_contig_5016509_7		rank: E	NA
1135	P39676	group3_bins.202_contig_5016533_5		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
1136	P39694	group3_bins.206_contig_3806427_9		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
1137	P39704	group3_bins.223_contig_636534_27		rank: D;Transketolase, pyrimidine binding domain [PF02779.29];Transketolase, C-terminal domain [PF02780.25] (db=pfam)	NA
1138	P39742	group3_bins.292_contig_3684817_1		rank: C;oleate hydratase [EC:4.2.1.53] (db=kegg)	K10254
1139	P39807	group3_bins.358_contig_4097527_15		rank: C;putrescine aminotransferase [EC:2.6.1.82] (db=kegg)	K09251
1140	P39811	group3_bins.358_contig_4097553_15		rank: C;butyryl-CoA dehydrogenase [EC:1.3.8.1] (db=kegg)	K00248
1141	P39818	group3_bins.371_contig_3970342_10		rank: C;multiple sugar transport system ATP-binding protein [EC:7.5.2.-] (db=kegg)	K10112
1142	P39820	group3_bins.371_contig_3970344_62		rank: E	NA
1143	P39860	group3_bins.377_contig_6042144_2		rank: D;Carboxypeptidase regulatory-like domain [PF13620.11];CarboxypepD_reg-like domain [PF13715.11] (db=pfam)	NA
1144	P39868	group3_bins.377_contig_6042162_19		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
1145	P39903	group4_bins.141_contig_3115264_12		rank: C;uncharacterized protein (db=kegg)	K09157
1146	P39907	group4_bins.141_contig_3115269_4		rank: C;transcription termination/antitermination protein NusA (db=kegg)	K02600
1147	P39910	group4_bins.141_contig_3115272_3		rank: D;Bacterial extracellular solute-binding protein [PF01547.30] (db=pfam)	NA
1148	P39951	group4_bins.141_contig_3115319_7		rank: C;methyl-galactoside transport system substrate-binding protein (db=kegg)	K10540
1149	P39952	group4_bins.141_contig_3115319_8		rank: C;methyl-galactoside transport system ATP-binding protein [EC:7.5.2.11] (db=kegg)	K10542
1150	P39955	group4_bins.141_contig_3115322_1		rank: D;Galactokinase galactose-binding signature [PF10509.14];GHMP kinases N terminal domain [PF00288.31] (db=pfam)	NA
1151	P39965	group4_bins.141_contig_3115333_2		rank: C;carbohydrate diacid regulator (db=kegg)	K02647
1152	P39978	group4_bins.141_contig_3115349_5		rank: D;Carbon starvation protein CstA [PF02554.19] (db=pfam)	NA
1153	P39979	group4_bins.141_contig_3115351_1		rank: C;acetate kinase [EC:2.7.2.1] (db=kegg)	K00925
1154	P39990	group4_bins.141_contig_3115360_10		rank: D;Ricin-type beta-trefoil lectin domain-like [PF14200.11] (db=pfam)	NA
1155	P40003	group4_bins.141_contig_3115372_1		rank: C;DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6] (db=kegg)	K03046
1156	P40025	group4_bins.141_contig_3115394_7		rank: C;branched-chain amino acid transport system substrate-binding protein (db=kegg)	K01999
1157	P40032	group4_bins.141_contig_3115399_19	group9_bins.348_contig_6928411_39	rank: C;large subunit ribosomal protein L4 (db=kegg)	K02926
1158	P40059	group4_bins.141_contig_3115441_7		rank: C;cysteinyl-tRNA synthetase [EC:6.1.1.16] (db=kegg)	K01883
1159	P40069	group4_bins.141_contig_3115462_7		rank: C;DNA-binding protein HU-beta (db=kegg)	K03530
1160	P40073	group4_bins.141_contig_3115467_3		rank: C;H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G (db=kegg)	K03612
1161	P40074	group4_bins.141_contig_3115468_1		rank: E	NA
1162	P40168	group4_bins.196_contig_1703529_2		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
1163	P40169	group4_bins.196_contig_1703529_3		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
1164	P40186	group4_bins.25_contig_1062482_1		rank: C;threonyl-tRNA synthetase [EC:6.1.1.3] (db=kegg)	K01868
1165	P40211	group4_bins.25_contig_1062492_28		rank: C;heat shock protein HslJ (db=kegg)	K03668
1166	P40233	group4_bins.25_contig_1062506_4		rank: C;large subunit ribosomal protein L20 (db=kegg)	K02887
1167	P40270	group4_bins.25_contig_1062523_15		rank: C;rubrerythrin (db=kegg)	K19824
1168	P40305	group4_bins.25_contig_1062537_5		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
1169	P40306	group4_bins.25_contig_1062537_6		rank: D;Domain of unknown function (DUF4957) [PF16318.10];Domain of unknown function (DUF5123) [PF17161.9] (db=pfam)	NA
1170	P40313	group4_bins.25_contig_1062542_7		rank: D;Outer membrane protein beta-barrel domain [PF13568.11] (db=pfam)	NA
1171	P40326	group4_bins.25_contig_1062553_23		rank: D;Inner membrane component of T3SS, cytoplasmic domain [PF16697.10];FHA domain [PF00498.31] (db=pfam)	NA
1172	P40341	group4_bins.25_contig_1062563_2		rank: D;Domain of unknown function [PF16377.10];Domain of unknown function (DUF4302) [PF14135.11] (db=pfam)	NA
1173	P40361	group4_bins.25_contig_1062582_1		rank: C;asparaginyl-tRNA synthetase [EC:6.1.1.22] (db=kegg)	K01893
1174	P40421	group4_bins.261_contig_4368614_11		rank: C;UDP-glucose 4-epimerase [EC:5.1.3.2] (db=kegg)	K01784
1175	P40445	group4_bins.272_contig_5364593_25		rank: C;NADH oxidase (H2O-forming) [EC:1.6.3.4] (db=kegg)	K22405
1176	P40493	group4_bins.47_contig_5578107_17		rank: C;LemA protein (db=kegg)	K03744
1177	P40570	group4_bins.47_contig_5578234_18		rank: C;alpha-amylase [EC:3.2.1.1] (db=kegg)	K07405
1178	P40587	group4_bins.47_contig_5578261_3		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
1179	P40643	group6_bins.106_contig_5179501_3		rank: D;Glutamate/Leucine/Phenylalanine/Valine dehydrogenase [PF00208.26];Glu/Leu/Phe/Val dehydrogenase, dimerisation domain [PF02812.23] (db=pfam)	NA
1180	P40644	group6_bins.106_contig_5179502_11		rank: E	NA
1181	P40658	group6_bins.106_contig_5179528_7		rank: E	NA
1182	P40675	group6_bins.106_contig_5179534_2		rank: C;pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-] (db=kegg)	K03737
1183	P40698	group6_bins.106_contig_5179569_6		rank: E	NA
1184	P40700	group6_bins.106_contig_5179570_2		rank: C;tellurium resistance protein TerD (db=kegg)	K05795
1185	P40712	group6_bins.106_contig_5179594_9		rank: C;uncharacterized protein (db=kegg)	K09797
1186	P40724	group6_bins.106_contig_5179601_8		rank: C;protein dithiol oxidoreductase (disulfide-forming) [EC:1.8.4.15] (db=kegg)	K03673
1187	P40731	group6_bins.106_contig_5179610_20		rank: E	NA
1188	P40734	group6_bins.106_contig_5179618_3		rank: D;Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.11];Pyridine nucleotide-disulphide oxidoreductase [PF07992.19];Pyridine nucleotide-disulphide oxidoreductase [PF13738.11];NAD(P)-binding Rossmann-like domain [PF13450.11];FAD binding domain [PF00890.29] (db=pfam)	NA
1189	P40735	group6_bins.106_contig_5179619_26		rank: E	NA
1190	P40742	group6_bins.106_contig_5179633_3		rank: E	NA
1191	P40766	group6_bins.106_contig_5179656_22		rank: D;5'-nucleotidase, C-terminal domain [PF02872.23] (db=pfam)	NA
1192	P40805	group6_bins.237_contig_5427476_9		rank: E	NA
1193	P40816	group6_bins.257_contig_3848345_12		rank: C;pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1] (db=kegg)	K00169
1194	P40864	group6_bins.257_contig_3848374_37		rank: E	NA
1195	P40909	group6_bins.257_contig_3848409_10		rank: C;branched-chain amino acid aminotransferase [EC:2.6.1.42] (db=kegg)	K00826
1196	P41003	group6_bins.304_contig_2563977_10		rank: C;putative aldouronate transport system permease protein (db=kegg)	K17320
1197	P41024	group6_bins.304_contig_2563992_24		rank: C;phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49] (db=kegg)	K01610
1198	P41029	group6_bins.304_contig_2563996_114		rank: C;methyl-galactoside transport system substrate-binding protein (db=kegg)	K10540
1199	P41038	group6_bins.56_contig_4161396_12		rank: C;large subunit ribosomal protein L1 (db=kegg)	K02863
1200	P41039	group6_bins.56_contig_4161396_13		rank: C;large subunit ribosomal protein L10 (db=kegg)	K02864
1201	P41085	group6_bins.9_contig_3986416_6		rank: C;recombination protein RecA (db=kegg)	K03553
1202	P41157	group7_bins.169_contig_5961607_25		rank: D;FKBP-type peptidyl-prolyl cis-trans isomerase [PF00254.33];CAF1 family ribonuclease [PF04857.25];Helicobacter pylori protein of unknown function (DUF874) [PF05917.16];Domain amino terminal to FKBP-type peptidyl-prolyl isomerase [PF01346.23] (db=pfam)	NA
1203	P41185	group7_bins.169_contig_5961636_1		rank: E	NA
1204	P41270	group7_bins.231_contig_891194_13		rank: D;Outer membrane protein beta-barrel domain [PF13568.11];Outer membrane protein beta-barrel domain [PF13505.11] (db=pfam)	NA
1205	P41279	group7_bins.231_contig_891204_1		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
1206	P41312	group7_bins.231_contig_891240_2		rank: D;TonB dependent receptor-like, beta-barrel [PF00593.29];CarboxypepD_reg-like domain [PF13715.11];TonB-dependent Receptor Plug Domain [PF07715.20];CS1-pili formation C-terminal [PF15976.10];Carboxypeptidase regulatory-like domain [PF13620.11] (db=pfam)	NA
1207	P41324	group7_bins.231_contig_891248_7		rank: C;recombination protein RecA (db=kegg)	K03553
1208	P41347	group7_bins.231_contig_891280_6		rank: C;SecD/SecF fusion protein (db=kegg)	K12257
1209	P41367	group7_bins.260_contig_5058138_1		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
1210	P41434	group7_bins.282_contig_1678208_240		rank: D;Starch-binding associating with outer membrane [PF12771.12];Susd and RagB outer membrane lipoprotein [PF12741.12];Starch-binding associating with outer membrane [PF14322.11] (db=pfam)	NA
1211	P41443	group7_bins.282_contig_1678215_38		rank: C;small subunit ribosomal protein S3 (db=kegg)	K02982
1212	P41453	group7_bins.282_contig_1678219_6		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
1213	P41510	group7_bins.365_contig_3582113_8		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
1214	P41515	group7_bins.369_contig_6534206_9		rank: C;GTP-binding protein (db=kegg)	K06207
1215	P41525	group7_bins.369_contig_6534209_8		rank: C;elongation factor Tu (db=kegg)	K02358
1216	P41581	group7_bins.369_contig_6534235_7		rank: C;D-alanine-D-alanine ligase [EC:6.3.2.4] (db=kegg)	K01921
1217	P41619	group7_bins.370_contig_4873606_47		rank: C;ATP-dependent Clp protease ATP-binding subunit ClpB (db=kegg)	K03695
1218	P41630	group7_bins.370_contig_4873636_14		rank: C;small subunit ribosomal protein S13 (db=kegg)	K02952
1219	P41764	group7_bins.426_contig_3875224_16		rank: C;peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8] (db=kegg)	K03770
1220	P41802	group7_bins.83_contig_3134556_21		rank: D;ABC transporter [PF00005.32];ABC transporter [PF12848.12] (db=pfam)	NA
1221	P41815	group7_bins.83_contig_3134574_30		rank: C;maltose transport system substrate-binding protein (db=kegg)	K25086
1222	P41897	group8_bins.18_contig_291477_8		rank: C;branched-chain amino acid transport system substrate-binding protein (db=kegg)	K01999
1223	P41933	group8_bins.18_contig_291503_3		rank: C;acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17] (db=kegg)	K00821
1224	P41955	group8_bins.18_contig_291517_17		rank: C;competence protein ComEC (db=kegg)	K02238
1225	P41959	group8_bins.18_contig_291520_30		rank: D;Conserved region in glutamate synthase [PF01645.22];4Fe-4S dicluster domain [PF13187.11];4Fe-4S dicluster domain [PF12838.12];4Fe-4S dicluster domain [PF13237.11];4Fe-4S dicluster domain [PF14697.11];4Fe-4S double cluster binding domain [PF13484.11];4Fe-4S dicluster domain [PF13183.11] (db=pfam)	NA
1226	P42020	group8_bins.259_contig_4892482_1		rank: C;enolase 1/2/3 [EC:4.2.1.11] (db=kegg)	K01689
1227	P42102	group8_bins.65_contig_6986640_16		rank: C;small subunit ribosomal protein S8 (db=kegg)	K02994
1228	P42157	group9_bins.202_contig_6964764_10		rank: C;pyruvate, orthophosphate dikinase [EC:2.7.9.1] (db=kegg)	K01006
1229	P42236	group9_bins.244_contig_1379187_7		rank: E	NA
1230	P42238	group9_bins.244_contig_1379187_80		rank: C;ribonucrease Y [EC:3.1.-.-] (db=kegg)	K18682
1231	P42243	group9_bins.244_contig_1379197_2		rank: E	NA
1232	P42325	group9_bins.264_contig_5619651_55		rank: C;methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2] (db=kegg)	K01848
1233	P42331	group9_bins.264_contig_5619652_100		rank: D;Flotillin-like protein FloA [PF12127.13] (db=pfam)	NA
1234	P42352	group9_bins.264_contig_5619664_3		rank: C;pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-] (db=kegg)	K03737
1235	P42367	group9_bins.264_contig_5619678_10		rank: C;uncharacterized protein (db=kegg)	K06923
1236	P42375	group9_bins.264_contig_5619682_22		rank: C;large subunit ribosomal protein L5 (db=kegg)	K02931
1237	P42386	group9_bins.264_contig_5619682_42		rank: C;transketolase [EC:2.2.1.1] (db=kegg)	K00615
1238	P42397	group9_bins.264_contig_5619684_33		rank: C;two-component system, chemotaxis family, chemotaxis protein CheV (db=kegg)	K03415
1239	P42433	group9_bins.268_contig_3174372_9		rank: C;butyryl-CoA dehydrogenase [EC:1.3.8.1] (db=kegg)	K00248
1240	P42456	group9_bins.268_contig_3174464_16		rank: D;Periplasmic binding protein domain [PF13407.11];Periplasmic binding proteins and sugar binding domain of LacI family [PF00532.26] (db=pfam)	NA
1241	P42475	group9_bins.348_contig_6928317_5		rank: C;NitT/TauT family transport system substrate-binding protein (db=kegg)	K02051
1242	P42476	group9_bins.348_contig_6928317_7		rank: C;NitT/TauT family transport system permease protein (db=kegg)	K02050
1243	P42482	group9_bins.348_contig_6928329_29		rank: C;3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157] (db=kegg)	K00074
1244	P42492	group9_bins.348_contig_6928334_34		rank: C;glycerol uptake facilitator (db=kegg)	K02440
1245	P42506	group9_bins.348_contig_6928386_3		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
1246	P42507	group9_bins.348_contig_6928390_27		rank: C;IMP dehydrogenase [EC:1.1.1.205] (db=kegg)	K00088
1247	P42552	group9_bins.40_contig_1381756_27		rank: C;rubrerythrin (db=kegg)	K19824
1248	P42573	group9_bins.40_contig_1381812_15		rank: C;deoxyribose-phosphate aldolase [EC:4.1.2.4] (db=kegg)	K01619
1249	P42579	group9_bins.52_contig_6008544_5		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
1250	P42585	group9_bins.52_contig_6008545_4		rank: E	NA
1251	P42617	group9_bins.67_contig_2480458_1		rank: D;SAICAR synthetase [PF01259.23] (db=pfam)	NA
1252	P42657	group9_bins.80_contig_1191557_1		rank: C;elongation factor G (db=kegg)	K02355
1253	P42659	group9_bins.80_contig_1191578_1		rank: C;small subunit ribosomal protein S2 (db=kegg)	K02967
