"Protein"	"mean_control"	"mean_stress"	"log2Fold_change"	"p_value"	"SCORE_neg_log10_p"	"Protein"	"Indistinguishable.Proteins"	"Description"
"777"	"P32443"	8.16572495318186	5.84171437223314	-2.32401058094872	0.00701248004760578	2.15412836141878	"MEGAHIT-MetaBAT2-S972.40_contig_3573418_1"	"MEGAHIT-MetaBAT2-S983.160_contig_1010763_1"	"rank: E"
"778"	"P32448"	8.15855205347073	6.21133725478487	-1.94721479868586	0.0189975974474711	1.72130131911461	"MEGAHIT-MetaBAT2-S972.40_contig_3573420_3"	""	"rank: C;ribose-phosphate pyrophosphokinase [EC:2.7.6.1] (db=kegg)"
"779"	"P32490"	9.12049888380866	7.15136874840674	-1.96913013540192	0.0413859283686212	1.38314729826754	"MEGAHIT-MetaBAT2-S972.40_contig_3573478_2"	"MEGAHIT-MetaBAT2-S983.160_contig_1010658_11"	"rank: C;oligopeptide transport system ATP-binding protein (db=kegg)"
"780"	"P32511"	9.64737421968979	7.37015540779128	-2.27721881189852	0.0334891535470963	1.4750958293031	"MEGAHIT-MetaBAT2-S972.40_contig_3573513_3"	""	"rank: C;serine protease Do [EC:3.4.21.107] (db=kegg)"
"781"	"P32567"	5.99897280748216	7.11065038404721	1.11167757656505	0.0297342862577005	1.52674248185152	"MEGAHIT-MetaBAT2-S972.76_contig_79443_11"	""	"rank: C;elongation factor Tu (db=kegg)"
"782"	"P32619"	5.85487861241322	7.06699338855316	1.21211477613995	0.0474335754860224	1.32391413751714	"MEGAHIT-MetaBAT2-S972.76_contig_79661_1"	""	"rank: E"
"783"	"P3271"	5.952534263487	7.44329120174068	1.49075693825368	0.0446796454360205	1.34989028197073	"945_SemiBin_23_contig_1475297_1"	""	"rank: D;Hsp70 protein [PF00012.25];MreB/Mbl protein [PF06723.18] (db=pfam)"
"784"	"P3272"	7.98813023924713	6.08341342801062	-1.90471681123651	0.0163220930369695	1.78722415096683	"945_SemiBin_23_contig_1475316_1"	""	"rank: D;Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.27] (db=pfam)"
"785"	"P32776"	9.79532772010887	7.45662405918723	-2.33870366092165	0.0478164853471744	1.32042234897357	"MEGAHIT-MetaBAT2-S973.125_contig_3453289_1"	""	"rank: D;DNA polymerase family A [PF00476.25] (db=pfam)"
"786"	"P32919"	6.45528299283858	8.09999436682853	1.64471137398995	0.0361064978629955	1.44241463377024	"MEGAHIT-MetaBAT2-S973.125_contig_3453325_18"	""	"rank: C;regulatory protein spx (db=kegg)"
"787"	"P33022"	9.26611900300745	7.38617425747932	-1.87994474552814	0.0437416305394851	1.35910503197277	"MEGAHIT-MetaBAT2-S973.125_contig_3453356_14"	""	"rank: C;osmoprotectant transport system ATP-binding protein [EC:7.6.2.9] (db=kegg)"
"788"	"P33028"	12.9322796892458	15.5042128932437	2.57193320399788	0.0217854279159502	1.66183390510116	"MEGAHIT-MetaBAT2-S973.125_contig_3453360_3"	""	"rank: E"
"789"	"P33064"	12.0622980885022	14.4901547432562	2.42785665475402	0.0279698215885231	1.55331030385969	"MEGAHIT-MetaBAT2-S973.125_contig_3453381_8"	""	"rank: E"
"790"	"P33099"	14.0798988404629	16.2696755284019	2.18977668793894	0.0356998531950877	1.44733356978961	"MEGAHIT-MetaBAT2-S973.125_contig_3453383_52"	""	"rank: C;small subunit ribosomal protein S7 (db=kegg)"
"791"	"P33105"	11.6941938100331	13.5247136783378	1.83051986830468	0.0444655520813821	1.351976311143	"MEGAHIT-MetaBAT2-S973.125_contig_3453383_9"	""	"rank: C;protein deglycase [EC:3.5.1.124] (db=kegg)"
"792"	"P33133"	13.2628806903997	10.6396655867427	-2.62321510365702	0.0317590273252167	1.49813280705602	"MEGAHIT-MetaBAT2-S973.125_contig_3453389_38"	""	"rank: C;large subunit ribosomal protein L21 (db=kegg)"
"793"	"P33288"	9.64081840499238	6.81249366396329	-2.82832474102909	0.00674062143985762	2.17130006259529	"MEGAHIT-MetaBAT2-S973.204_contig_4943465_36"	""	"rank: C;basic membrane protein A and related proteins (db=kegg)"
"794"	"P33324"	7.50662590103453	9.92400334561279	2.41737744457825	0.032379287862309	1.48973270718458	"MEGAHIT-MetaBAT2-S973.219_contig_4980348_22"	""	"rank: C;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100] (db=kegg)"
"795"	"P33489"	11.1074665450209	8.61599508594265	-2.49147145907821	0.0343791862501881	1.46370440720788	"MEGAHIT-MetaBAT2-S973.219_contig_4980472_1"	""	"rank: C;2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12] (db=kegg)"
"796"	"P33661"	9.00563274741695	6.93781073786696	-2.06782200954999	0.0441683598704382	1.35488872735341	"MEGAHIT-MetaBAT2-S974.62_contig_6914379_4"	""	"rank: C;flagellin (db=kegg)"
"797"	"P33676"	13.1912707700962	15.1896252044107	1.99835443431449	0.0246104423139305	1.60888058082085	"MEGAHIT-MetaBAT2-S974.91_contig_4023549_3"	""	"rank: C;argininosuccinate synthase [EC:6.3.4.5] (db=kegg)"
"798"	"P33677"	9.8078498173094	7.67145574777898	-2.13639406953043	0.0471237989920797	1.32675970517361	"MEGAHIT-MetaBAT2-S974.91_contig_4023550_3"	""	"rank: C;TRAP-type transport system periplasmic protein (db=kegg)"
"799"	"P33700"	7.15266848722265	6.01320394973682	-1.13946453748582	0.0258336714794958	1.5878138675404	"MEGAHIT-MetaBAT2-S974.91_contig_4023630_1"	"MEGAHIT-MetaBAT2-S990.184_contig_3097102_6"	"rank: C;aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7] (db=kegg)"
"800"	"P33704"	9.31298069342808	7.1135648786629	-2.19941581476518	0.0254048853022149	1.59508276149872	"MEGAHIT-MetaBAT2-S974.91_contig_4023637_2"	""	"rank: C;phosphoglucomutase [EC:5.4.2.2] (db=kegg)"
"801"	"P33859"	7.3637550492187	11.0705665647105	3.70681151549179	0.00148481386172669	2.82832798667794	"MEGAHIT-MetaBAT2-S975.132_contig_1872189_4"	""	"rank: C;CO dehydrogenase maturation factor (db=kegg)"
"802"	"P33863"	8.74749419276649	12.1724734829678	3.42497929020128	0.00606481539572044	2.21718241389718	"MEGAHIT-MetaBAT2-S975.132_contig_1872191_17"	""	"rank: C;NADH-quinone oxidoreductase subunit E [EC:7.1.1.2] (db=kegg)"
"803"	"P33876"	6.30290249142089	8.23512925366937	1.93222676224848	0.0150666153315234	1.82198429963886	"MEGAHIT-MetaBAT2-S975.132_contig_1872195_8"	""	"rank: C;peptide/nickel transport system substrate-binding protein (db=kegg)"
"804"	"P33878"	7.17234425050849	9.920124469589	2.74778021908051	0.0146981529763449	1.8327372368559	"MEGAHIT-MetaBAT2-S975.132_contig_1872197_11"	""	"rank: C;glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] (db=kegg)"
"805"	"P33883"	5.94138299696609	7.55694580315634	1.61556280619026	0.0262993068927366	1.58005569700934	"MEGAHIT-MetaBAT2-S975.132_contig_1872199_24"	""	"rank: C;molecular chaperone HtpG (db=kegg)"
"806"	"P33898"	6.52595775931179	9.97614166046771	3.45018390115592	0.0035508957397399	2.44966207912626	"MEGAHIT-MetaBAT2-S975.132_contig_1872200_19"	""	"rank: C;glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2] (db=kegg)"
"807"	"P33915"	7.23327647848111	10.9368375350763	3.70356105659517	0.00163889889748498	2.7854478369229	"MEGAHIT-MetaBAT2-S975.132_contig_1872210_28"	""	"rank: C;histidine ammonia-lyase [EC:4.3.1.3] (db=kegg)"
"808"	"P33917"	5.72831339593945	7.62575068142704	1.89743728548759	0.0242376617238879	1.61550928010786	"MEGAHIT-MetaBAT2-S975.132_contig_1872210_9"	""	"rank: D;Aminopeptidase I zinc metalloprotease (M18) [PF02127.20] (db=pfam)"
"809"	"P33928"	5.77519928938908	7.24725912487726	1.47205983548817	0.0275492283272851	1.5598905615271	"MEGAHIT-MetaBAT2-S975.132_contig_1872217_30"	""	"rank: D;Binding-protein-dependent transport system inner membrane component [PF00528.27] (db=pfam)"
"810"	"P33967"	7.42778805966393	9.88091468995523	2.4531266302913	0.0330293101061918	1.48110049746218	"MEGAHIT-MetaBAT2-S975.132_contig_1872228_52"	""	"rank: D;Domain of unknown function (DUF4867) [PF16161.10] (db=pfam)"
"811"	"P33986"	5.68749927470489	7.067642267768	1.38014299306311	0.013249704760679	1.8777937988771	"MEGAHIT-MetaBAT2-S975.132_contig_1872231_46"	""	"rank: C;preprotein translocase subunit SecA [EC:7.4.2.8] (db=kegg)"
"812"	"P33993"	7.56316704914543	10.448845205005	2.88567815585961	0.0152780326749341	1.81593256548726	"MEGAHIT-MetaBAT2-S975.132_contig_1872231_7"	""	"rank: C;multiple sugar transport system substrate-binding protein (db=kegg)"
"813"	"P34001"	11.9900248206642	14.9291306382108	2.93910581754663	0.020842461502648	1.68105099199972	"MEGAHIT-MetaBAT2-S975.132_contig_1872232_2"	""	"rank: C;acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245] (db=kegg)"
"814"	"P34008"	12.3992561549995	14.1757641932537	1.77650803825417	0.0172807206567501	1.76243815012542	"MEGAHIT-MetaBAT2-S975.132_contig_1872232_7"	""	"rank: C;methenyltetrahydrofolate cyclohydrolase [EC:3.5.4.9] (db=kegg)"
"815"	"P34030"	7.19274290347864	9.61861963933998	2.42587673586134	0.0288828725359892	1.53935961634856	"MEGAHIT-MetaBAT2-S975.132_contig_1872238_76"	""	"rank: D;Glycoside hydrolase 120, insertion domain [PF21258.2] (db=pfam)"
"816"	"P34051"	5.90865908101157	7.11021530367239	1.20155622266082	0.03419531703431	1.46603336544716	"MEGAHIT-MetaBAT2-S975.132_contig_1872249_27"	""	"rank: D;Aminopeptidase I zinc metalloprotease (M18) [PF02127.20] (db=pfam)"
"817"	"P34078"	6.30144781468078	8.02015910657689	1.7187112918961	0.0425696067426032	1.37090036181033	"MEGAHIT-MetaBAT2-S975.132_contig_1872252_14"	""	"rank: C;threonine dehydratase [EC:4.3.1.19] (db=kegg)"
"818"	"P34120"	5.62965360264653	6.81852093548316	1.18886733283662	0.0398592982813077	1.39947035127624	"MEGAHIT-MetaBAT2-S975.132_contig_1872264_7"	""	"rank: D;FGGY family of carbohydrate kinases, N-terminal domain [PF00370.26] (db=pfam)"
"819"	"P34143"	5.76941048258089	7.37437298803406	1.60496250545317	0.0220917127691953	1.65577061199754	"MEGAHIT-MetaBAT2-S975.132_contig_1872272_44"	""	"rank: D;Alpha amylase, catalytic domain [PF00128.29] (db=pfam)"
"820"	"P34151"	11.940164291963	13.9253382624161	1.98517397045315	0.0471870556953699	1.32617712024438	"MEGAHIT-MetaBAT2-S975.132_contig_1872272_9"	""	"rank: C;large subunit ribosomal protein L31 (db=kegg)"
"821"	"P34154"	9.7551362818294	12.2735234091814	2.51838712735204	0.0402559538466091	1.39516987848853	"MEGAHIT-MetaBAT2-S975.132_contig_1872272_95"	""	"rank: C;carbamoyl-phosphate synthase large subunit [EC:6.3.5.5] (db=kegg)"
"822"	"P34156"	6.27220114839758	8.48241496108589	2.21021381268831	0.0153608197623849	1.81358560664954	"MEGAHIT-MetaBAT2-S975.132_contig_1872274_12"	""	"rank: D;4Fe-4S dicluster domain [PF13247.11];4Fe-4S dicluster domain [PF14697.11];4Fe-4S dicluster domain [PF12838.12];4Fe-4S dicluster domain [PF13237.11];4Fe-4S dicluster domain [PF13187.11];4Fe-4S dicluster domain [PF13183.11];4Fe-4S dicluster domain [PF13534.11];4Fe-4S double cluster binding domain [PF13484.11];NADH-quinone oxidoreductase subunit 3, ferredoxin-like domain [PF22117.1];Furin-like cysteine rich region [PF00757.25];4Fe-4S binding domain [PF12837.12];4Fe-4S binding domain [PF00037.32] (db=pfam)"
"823"	"P34164"	6.24380011851355	7.77964391817558	1.53584379966203	0.0430151571603427	1.36637848602039	"MEGAHIT-MetaBAT2-S975.132_contig_1872278_22"	""	"rank: C;molecular chaperone DnaK (db=kegg)"
"824"	"P34171"	8.19661112099447	11.9068495420967	3.71023842110225	0.00122170171538913	2.91303481633044	"MEGAHIT-MetaBAT2-S975.132_contig_1872280_67"	""	"rank: C;glutamate synthase (NADPH) small chain [EC:1.4.1.13] (db=kegg)"
"825"	"P34179"	7.27113423805948	9.40398414119861	2.13284990313912	0.0424874013748953	1.37173983052629	"MEGAHIT-MetaBAT2-S975.132_contig_1872280_99"	""	"rank: C;elongation factor G (db=kegg)"
"826"	"P34185"	6.92313498217497	8.97879564080577	2.0556606586308	0.0267247403853483	1.57308650500631	"MEGAHIT-MetaBAT2-S975.132_contig_1872281_8"	""	"rank: C;V/A-type H+/Na+-transporting ATPase subunit C (db=kegg)"
"827"	"P34218"	8.29017928191022	6.4982510460252	-1.79192823588502	0.0232621142859906	1.63335081492962	"MEGAHIT-MetaBAT2-S975.14_contig_3657762_15"	""	"rank: C;small subunit ribosomal protein S1 (db=kegg)"
"828"	"P34295"	12.8059205566191	10.0970895270051	-2.70883102961397	0.0235651932203758	1.62772899493685	"MEGAHIT-MetaBAT2-S976.157_contig_1828843_1"	"MEGAHIT-MetaBAT2-S976.157_contig_1829085_1"	"rank: C;glycoside/pentoside/hexuronide:cation symporter, GPH family (db=kegg)"
"829"	"P34320"	7.08097150034826	5.77029619086723	-1.31067530948103	0.0368788329798045	1.4332228305265	"MEGAHIT-MetaBAT2-S976.157_contig_1829100_2"	""	"rank: C;F-type H+-transporting ATPase subunit c (db=kegg)"
"830"	"P34334"	7.48640383265106	6.08379128972626	-1.4026125429248	0.0416212373745338	1.38068501261685	"MEGAHIT-MetaBAT2-S976.24_contig_3668473_14"	""	"rank: E"
"831"	"P34346"	6.74247175581237	7.97671353108246	1.23424177527009	0.0474951218799886	1.32335099352028	"MEGAHIT-MetaBAT2-S976.24_contig_3668529_4"	""	"rank: C;large subunit ribosomal protein L6 (db=kegg)"
"832"	"P3438"	7.71484541633513	6.05719530651045	-1.65765010982468	0.0223572933626236	1.65058077452567	"945_SemiBin_50_contig_502470_28"	""	"rank: C;threonyl-tRNA synthetase [EC:6.1.1.3] (db=kegg)"
"833"	"P34440"	6.51862206984406	8.62733784048478	2.10871577064072	0.0250647764743487	1.60093616403676	"MEGAHIT-MetaBAT2-S976.28_contig_4500878_1"	""	"rank: D;Hsp70 protein [PF00012.25];MreB/Mbl protein [PF06723.18];Cell division protein FtsA [PF14450.11] (db=pfam)"
"834"	"P34659"	7.0153041530207	5.86356696917614	-1.15173718384457	0.0273278707810992	1.56339420453281	"MEGAHIT-MetaBAT2-S976.28_contig_4500958_5"	""	"rank: C;type IV pilus assembly protein PilC (db=kegg)"
"835"	"P34676"	7.35559756223262	6.02984352880241	-1.32575403343021	0.0262809425486224	1.58035906314859	"MEGAHIT-MetaBAT2-S976.28_contig_4500970_6"	""	"rank: E"
"836"	"P34857"	13.7712903959486	15.5995393746875	1.8282489787389	0.0310235481617331	1.50830853344249	"MEGAHIT-MetaBAT2-S976.28_contig_4501068_3"	""	"rank: C;acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1] (db=kegg)"
"837"	"P34972"	5.96312103126556	7.56489551103823	1.60177447977266	0.028601699480745	1.54360816081566	"MEGAHIT-MetaBAT2-S978.150_contig_345407_8"	""	"rank: D;Procyclic acidic repetitive protein (PARP) [PF05887.16] (db=pfam)"
"838"	"P35057"	8.03173337908529	6.46546718880595	-1.56626619027934	0.0439709713969163	1.35683393993725	"MEGAHIT-MetaBAT2-S978.150_contig_345489_20"	""	"rank: D;Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg [PF01855.24] (db=pfam)"
"839"	"P35071"	7.06733207686654	5.87756052042157	-1.18977155644497	0.0399432507079657	1.39855659376969	"MEGAHIT-MetaBAT2-S978.150_contig_345496_4"	""	"rank: C;D-amino peptidase [EC:3.4.11.-] (db=kegg)"
"840"	"P35117"	6.97583816324691	5.77112067380706	-1.20471748943985	0.0459070891530983	1.3381202438235	"MEGAHIT-MetaBAT2-S978.150_contig_345554_19"	""	"rank: C;modulator of FtsH protease HflK (db=kegg)"
"841"	"P35128"	12.7044821906993	10.3298926452747	-2.37458954542467	0.0494339995848508	1.30597425040589	"MEGAHIT-MetaBAT2-S978.150_contig_345561_8"	""	"rank: C;polyribonucleotide nucleotidyltransferase [EC:2.7.7.8] (db=kegg)"
"842"	"P35163"	6.96328932814414	5.84599853301466	-1.11729079512948	0.0440360361007315	1.35619178091412	"MEGAHIT-MetaBAT2-S978.92_contig_4052656_4"	""	"rank: C;2-aminoadipate transaminase [EC:2.6.1.-] (db=kegg)"
"843"	"P35197"	12.9586907801417	15.1539590485772	2.19526826843548	0.025751815770495	1.58919214327117	"MEGAHIT-MetaBAT2-S979.51_contig_4518092_6"	""	"rank: C;acetate kinase [EC:2.7.2.1] (db=kegg)"
"844"	"P35232"	8.79037665551241	11.671900850085	2.88152419457258	0.0165551381336104	1.78106719120823	"MEGAHIT-MetaBAT2-S979.62_contig_5177256_24"	""	"rank: C;cell division protein FtsZ (db=kegg)"
"845"	"P35325"	6.90390337684448	9.71300850384928	2.80910512700479	0.00682820335586913	2.1656935533135	"MEGAHIT-MetaBAT2-S979.94_contig_4634300_1"	""	"rank: D;Aldehyde dehydrogenase family [PF00171.27] (db=pfam)"
"846"	"P3534"	7.36271473539852	5.93161780921277	-1.43109692618575	0.0386441673163289	1.41291604620847	"946_SemiBin_182_contig_789393_52"	""	"rank: D;Bacterial extracellular solute-binding protein [PF13416.11] (db=pfam)"
"847"	"P35341"	7.35184789179666	9.45718703769647	2.10533914589981	0.0202813947950254	1.69290218094851	"MEGAHIT-MetaBAT2-S979.94_contig_4634325_41"	""	"rank: C;alanyl-tRNA synthetase [EC:6.1.1.7] (db=kegg)"
"848"	"P35350"	12.7510720666841	14.98522413483	2.23415206814594	0.0423468115771633	1.37317928348138	"MEGAHIT-MetaBAT2-S979.94_contig_4634333_8"	""	"rank: D;Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B [PF10418.14];Oxidoreductase NAD-binding domain [PF00175.26];Oxidoreductase FAD-binding domain [PF00970.29] (db=pfam)"
"849"	"P35399"	6.46392329926321	8.15322477500234	1.68930147573913	0.0409918270627073	1.38730272414341	"MEGAHIT-MetaBAT2-S979.94_contig_4634376_31"	""	"rank: C;F-type H+-transporting ATPase subunit delta (db=kegg)"
"850"	"P35404"	8.39303001478913	10.9516962433022	2.55866622851306	0.0196884389639705	1.70578871637632	"MEGAHIT-MetaBAT2-S979.94_contig_4634382_39"	""	"rank: C;repressor LexA [EC:3.4.21.88] (db=kegg)"
"851"	"P35410"	6.24227842364353	7.71578995298108	1.47351152933755	0.0478561144130159	1.32006256601281	"MEGAHIT-MetaBAT2-S979.94_contig_4634398_8"	""	"rank: C;elongation factor G (db=kegg)"
"852"	"P35457"	5.79941881990409	6.99789788723389	1.1984790673298	0.0480532790188744	1.31827697196598	"MEGAHIT-MetaBAT2-S980.126_contig_5316289_13"	""	"rank: C;uncharacterized protein (db=kegg)"
"853"	"P35480"	7.39987972220976	9.50681948254695	2.10693976033719	0.0262937483572784	1.5801474977718	"MEGAHIT-MetaBAT2-S980.38_contig_100528_5"	""	"rank: E"
"854"	"P35495"	7.62450328461441	9.88242263263616	2.25791934802175	0.039304415737919	1.40555865514921	"MEGAHIT-MetaBAT2-S980.38_contig_100578_1"	""	"rank: C;basic membrane protein A and related proteins (db=kegg)"
"855"	"P3556"	5.80688753810574	7.26043679450266	1.45354925639692	0.00659752410432731	2.18061901439215	"946_SemiBin_182_contig_789413_52"	""	"rank: C;CTP synthase [EC:6.3.4.2] (db=kegg)"
"856"	"P35648"	7.0815854940414	5.99330086404495	-1.08828462999645	0.0423724135436272	1.37291679776852	"MEGAHIT-MetaBAT2-S981.125_contig_5192604_8"	""	"rank: D;Dockerin type I domain [PF00404.23] (db=pfam)"
"857"	"P35765"	6.00008285080768	7.26862111380078	1.2685382629931	0.0371855228960825	1.42962610716328	"MEGAHIT-MetaBAT2-S981.125_contig_5192663_7"	""	"rank: C;small subunit ribosomal protein S2 (db=kegg)"
"858"	"P35778"	5.90588199444746	7.25494313961773	1.34906114517026	0.0406983335327911	1.39042337338732	"MEGAHIT-MetaBAT2-S981.125_contig_5192675_13"	""	"rank: C;biopolymer transport protein ExbD (db=kegg)"
"859"	"P35848"	7.4438740591708	6.14081665311465	-1.30305740605615	0.037016149763358	1.43160875639587	"MEGAHIT-MetaBAT2-S981.154_contig_1630147_1"	""	"rank: C;cysteinyl-tRNA synthetase [EC:6.1.1.16] (db=kegg)"
"860"	"P35907"	5.85177130300249	8.07614375266853	2.22437244966604	0.00183792852033243	2.73567138295472	"MEGAHIT-MetaBAT2-S981.154_contig_1630220_6"	""	"rank: C;mannan endo-1,4-beta-mannosidase [EC:3.2.1.78] (db=kegg)"
"861"	"P35976"	5.81880799382543	7.5418244833488	1.72301648952337	0.0316862288502552	1.49912944547306	"MEGAHIT-MetaBAT2-S981.154_contig_1630337_6"	""	"rank: D;Alpha amylase, catalytic domain [PF00128.29];Maltogenic Amylase, C-terminal domain [PF16657.10] (db=pfam)"
"862"	"P36034"	6.52967944631341	8.58338716730807	2.05370772099466	0.022742676944764	1.64315841766432	"MEGAHIT-MetaBAT2-S981.154_contig_1630417_4"	""	"rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)"
"863"	"P3614"	7.13380292851536	6.0321255007811	-1.10167742773426	0.0420227132311263	1.37651591044351	"946_SemiBin_296_contig_4307517_17"	""	"rank: D;Domain of unknown function (DUF4827) [PF16109.10] (db=pfam)"
"864"	"P3616"	9.76746570410821	7.27856997036522	-2.48889573374299	0.0220150470614334	1.65728038181477	"946_SemiBin_296_contig_4307519_1"	""	"rank: C;myo-inositol-1-phosphate synthase [EC:5.5.1.4] (db=kegg)"
"865"	"P3618"	7.1798452626444	5.97138230417218	-1.20846295847223	0.0284027619088768	1.54663942673242	"946_SemiBin_296_contig_4307520_2"	""	"rank: C;bleomycin hydrolase [EC:3.4.22.40] (db=kegg)"
"866"	"P36193"	14.9588288066859	13.0548150586017	-1.90401374808421	0.0349779420732986	1.45620574581508	"MEGAHIT-MetaBAT2-S983.160_contig_1010636_5"	""	"rank: C;large subunit ribosomal protein L18 (db=kegg)"
"867"	"P36202"	8.39460908029005	6.34503519442387	-2.04957388586619	0.0250305394323597	1.60152979082435	"MEGAHIT-MetaBAT2-S983.160_contig_1010654_4"	""	"rank: C;cellobiose phosphorylase [EC:2.4.1.20] (db=kegg)"
"868"	"P36242"	7.1185764262696	5.89221871999281	-1.22635770627679	0.0383677534125071	1.41603362975961	"MEGAHIT-MetaBAT2-S983.160_contig_1010748_6"	""	"rank: C;cell division transport system ATP-binding protein (db=kegg)"
"869"	"P36262"	7.29974647713645	5.68830392074925	-1.61144255638719	0.0211943569435631	1.67377975579304	"MEGAHIT-MetaBAT2-S983.160_contig_1010798_3"	""	"rank: C;spoIIIJ-associated protein (db=kegg)"
"870"	"P36265"	6.93691285731021	5.73521967140931	-1.20169318590091	0.0337710542037014	1.47145538213319	"MEGAHIT-MetaBAT2-S983.160_contig_1010823_3"	""	"rank: D;Pyridine nucleotide-disulphide oxidoreductase [PF07992.19];Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.27];Pyridine nucleotide-disulphide oxidoreductase [PF00070.32];Nitrite/Sulfite reductase ferredoxin-like half domain [PF03460.22];Pyridine nucleotide-disulphide oxidoreductase [PF13738.11] (db=pfam)"
